Stress_class	Stress_info	Pathogen	Sample_description	BioSample	BioProject	Tissue	Source_name	Treatment	Project_title	Project_des
biotic	fungus	Pgregata	stress_24h	SAMN12040116	PRJNA548564	root	NA	Infected	Soybean response to brown stem rot fungus infection	Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by 38%. Three dominant BSR resistance loci have been identified: Rbs1, Rbs2, and Rbs3. All three genes have been mapped to large, overlapping regions on soybean chromosome 16 though the gene networks regulating resistance remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To aid in identifying and characterizing soybean resistance genes, novel approaches bridging the gap between breeding and genomics are needed. To identify genes and gene networks important in the resistant response, I conducted RNA-Seq of leaf, stem, and root tissues collected 12, 24, and 36 hours after P. gregata or mock-infection of a Rbs3 resistant soybean genotype. I identified genes differentially expressed in response to infection (treatment) at each time point.
biotic	fungus	Pgregata	stress_36h	SAMN12040122	PRJNA548564	root	NA	Infected	Soybean response to brown stem rot fungus infection	Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by 38%. Three dominant BSR resistance loci have been identified: Rbs1, Rbs2, and Rbs3. All three genes have been mapped to large, overlapping regions on soybean chromosome 16 though the gene networks regulating resistance remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To aid in identifying and characterizing soybean resistance genes, novel approaches bridging the gap between breeding and genomics are needed. To identify genes and gene networks important in the resistant response, I conducted RNA-Seq of leaf, stem, and root tissues collected 12, 24, and 36 hours after P. gregata or mock-infection of a Rbs3 resistant soybean genotype. I identified genes differentially expressed in response to infection (treatment) at each time point.
biotic	fungus	Pgregata	stress_12h	SAMN12040108	PRJNA548564	shoot	NA	Infected	Soybean response to brown stem rot fungus infection	Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by 38%. Three dominant BSR resistance loci have been identified: Rbs1, Rbs2, and Rbs3. All three genes have been mapped to large, overlapping regions on soybean chromosome 16 though the gene networks regulating resistance remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To aid in identifying and characterizing soybean resistance genes, novel approaches bridging the gap between breeding and genomics are needed. To identify genes and gene networks important in the resistant response, I conducted RNA-Seq of leaf, stem, and root tissues collected 12, 24, and 36 hours after P. gregata or mock-infection of a Rbs3 resistant soybean genotype. I identified genes differentially expressed in response to infection (treatment) at each time point.
biotic	fungus	Pgregata	control_24h	SAMN12040115	PRJNA548564	shoot	NA	Mock	Soybean response to brown stem rot fungus infection	Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by 38%. Three dominant BSR resistance loci have been identified: Rbs1, Rbs2, and Rbs3. All three genes have been mapped to large, overlapping regions on soybean chromosome 16 though the gene networks regulating resistance remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To aid in identifying and characterizing soybean resistance genes, novel approaches bridging the gap between breeding and genomics are needed. To identify genes and gene networks important in the resistant response, I conducted RNA-Seq of leaf, stem, and root tissues collected 12, 24, and 36 hours after P. gregata or mock-infection of a Rbs3 resistant soybean genotype. I identified genes differentially expressed in response to infection (treatment) at each time point.
biotic	fungus	Pgregata	stress_24h	SAMN12040114	PRJNA548564	shoot	NA	Infected	Soybean response to brown stem rot fungus infection	Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by 38%. Three dominant BSR resistance loci have been identified: Rbs1, Rbs2, and Rbs3. All three genes have been mapped to large, overlapping regions on soybean chromosome 16 though the gene networks regulating resistance remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To aid in identifying and characterizing soybean resistance genes, novel approaches bridging the gap between breeding and genomics are needed. To identify genes and gene networks important in the resistant response, I conducted RNA-Seq of leaf, stem, and root tissues collected 12, 24, and 36 hours after P. gregata or mock-infection of a Rbs3 resistant soybean genotype. I identified genes differentially expressed in response to infection (treatment) at each time point.
biotic	fungus	Pgregata	control_36h	SAMN12040121	PRJNA548564	shoot	NA	Mock	Soybean response to brown stem rot fungus infection	Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by 38%. Three dominant BSR resistance loci have been identified: Rbs1, Rbs2, and Rbs3. All three genes have been mapped to large, overlapping regions on soybean chromosome 16 though the gene networks regulating resistance remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To aid in identifying and characterizing soybean resistance genes, novel approaches bridging the gap between breeding and genomics are needed. To identify genes and gene networks important in the resistant response, I conducted RNA-Seq of leaf, stem, and root tissues collected 12, 24, and 36 hours after P. gregata or mock-infection of a Rbs3 resistant soybean genotype. I identified genes differentially expressed in response to infection (treatment) at each time point.
biotic	fungus	Pgregata	stress_36h	SAMN12040120	PRJNA548564	shoot	NA	Infected	Soybean response to brown stem rot fungus infection	Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by 38%. Three dominant BSR resistance loci have been identified: Rbs1, Rbs2, and Rbs3. All three genes have been mapped to large, overlapping regions on soybean chromosome 16 though the gene networks regulating resistance remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To aid in identifying and characterizing soybean resistance genes, novel approaches bridging the gap between breeding and genomics are needed. To identify genes and gene networks important in the resistant response, I conducted RNA-Seq of leaf, stem, and root tissues collected 12, 24, and 36 hours after P. gregata or mock-infection of a Rbs3 resistant soybean genotype. I identified genes differentially expressed in response to infection (treatment) at each time point.
biotic	fungus	Fvirguliforme	stress_4dpi	SAMN12099652	PRJNA549915	root	NA	Fusarium virgliforme Inoculated	Transcriptome of Fusarium virguliforme colonization of corn and soybean roots	Project objectives were developed from both the plant and fungal interaction. Specifically, an asymptomatic host provides a unique application to discover genetic factors facilitating soybean sudden death syndrome through a transcriptomic investigation host-fungal interactions between mock and inoculated hosts of soybean or corn. However, the fungal interaction with soybean and corn interaction will allow a direct comparison of fungal response leading to an endophytic or pathogenic lifestyle when colonizing two different hosts, highlighting gene expression critical to pathogenicity upon soybean.
biotic	fungus	Fvirguliforme	stress_10dpi	SAMN12099666	PRJNA549915	root	NA	Fusarium virgliforme Inoculated	Transcriptome of Fusarium virguliforme colonization of corn and soybean roots	Project objectives were developed from both the plant and fungal interaction. Specifically, an asymptomatic host provides a unique application to discover genetic factors facilitating soybean sudden death syndrome through a transcriptomic investigation host-fungal interactions between mock and inoculated hosts of soybean or corn. However, the fungal interaction with soybean and corn interaction will allow a direct comparison of fungal response leading to an endophytic or pathogenic lifestyle when colonizing two different hosts, highlighting gene expression critical to pathogenicity upon soybean.
biotic	fungus	Fvirguliforme	stress_7dpi	SAMN12099665	PRJNA549915	root	NA	Fusarium virgliforme Inoculated	Transcriptome of Fusarium virguliforme colonization of corn and soybean roots	Project objectives were developed from both the plant and fungal interaction. Specifically, an asymptomatic host provides a unique application to discover genetic factors facilitating soybean sudden death syndrome through a transcriptomic investigation host-fungal interactions between mock and inoculated hosts of soybean or corn. However, the fungal interaction with soybean and corn interaction will allow a direct comparison of fungal response leading to an endophytic or pathogenic lifestyle when colonizing two different hosts, highlighting gene expression critical to pathogenicity upon soybean.
biotic	fungus	Fvirguliforme	stress_4dpi	SAMN12099664	PRJNA549915	root	NA	Fusarium virgliforme Inoculated	Transcriptome of Fusarium virguliforme colonization of corn and soybean roots	Project objectives were developed from both the plant and fungal interaction. Specifically, an asymptomatic host provides a unique application to discover genetic factors facilitating soybean sudden death syndrome through a transcriptomic investigation host-fungal interactions between mock and inoculated hosts of soybean or corn. However, the fungal interaction with soybean and corn interaction will allow a direct comparison of fungal response leading to an endophytic or pathogenic lifestyle when colonizing two different hosts, highlighting gene expression critical to pathogenicity upon soybean.
